T,input_acc,W1,W2,W3,Px,Py,Pz,Vx,Vy,Vz,Roll,Pitch,Yaw,R_rate,P_rate,Y_rate,Wb1,Wb2,Wb3
13.029999999999767,9.579499843558613,-0.001206728175327931,-0.00024402378341848008,-0.00012884646639719816,0.0,0.0,0.898843384861426,0.0,0.0,-0.1257895783030678,0.0,0.0,0.0,4.988467340684462e-10,1.0100924124882818e-10,1.58823562579375e-14,4.988467340684462e-10,1.0100924124882818e-10,1.58823562579375e-14
13.039999999999766,9.579507905319705,-0.0012065432815446932,-0.00024398606686553927,-0.00012884570841371632,0.0,0.0,0.8975807678014329,0.0,0.0,-0.12673382718526693,0.0,0.0,0.0,1.2140799555884325e-08,2.4582459070181823e-09,3.859237240551132e-13,1.2140799555884325e-08,2.4582459070181823e-09,3.859237240551132e-13
13.049999999999766,9.579523054711109,-0.0012063641265962518,-0.00024394964416786662,-0.00012884503576874513,0.0,0.0,0.8963087085679214,0.0,0.0,-0.12767800100527904,0.0,0.0,0.0,2.375574510257334e-08,4.809842083813272e-09,7.53918001268817e-13,2.375574510257334e-08,4.809842083813272e-09,7.53918001268817e-13
13.059999999999766,9.579545296132396,-0.0012061906911206275,-0.00024391451158780545,-0.00012884444865999203,0.0,0.0,0.895027208271651,0.0,0.0,-0.1286220277266425,0.0,0.0,0.0,3.534119086670402e-08,7.155294835538697e-09,1.1197804666979906e-12,3.534119086670402e-08,7.155294835538697e-09,1.1197804666979906e-12
13.069999999999766,9.579574632690534,-0.0012060229552414638,-0.0002438806652616793,-0.00012884394727058764,0.0,0.0,0.89373626874399,0.0,0.0,-0.12956583526643473,0.0,0.0,0.0,4.689465159922944e-08,9.49410281042521e-09,1.483427612159683e-12,4.689465159922944e-08,9.49410281042521e-09,1.483427612159683e-12
13.079999999999766,9.579611066188326,-0.0012058608985709293,-0.00024384810120017274,-0.00012884353176898238,0.0,0.0,0.892435892537313,0.0,0.0,-0.13050935150841136,0.0,0.0,0.0,5.8413649606839914e-08,1.1825766300404828e-08,1.8447771512753414e-12,5.8413649606839914e-08,1.1825766300404828e-08,1.8447771512753414e-12
13.089999999999765,9.579654597112928,-0.0012057045002125968,-0.00024381681528873466,-0.00012884320230875806,0.0,0.0,0.8911260829252681,0.0,0.0,-0.1314525043162632,0.0,0.0,0.0,6.989571503834528e-08,1.4149787298189356e-08,2.2037480273193533e-12,6.989571503834528e-08,1.4149787298189356e-08,2.2037480273193533e-12
13.099999999999765,9.579705224624332,-0.0012055537387643698,-0.0002437868032879378,-0.00012884295902853359,0.0,0.0,0.8898068439029123,0.0,0.0,-0.13239522154699035,0.0,0.0,0.0,8.133838616020852e-08,1.6465669552076865e-08,2.5602604201439967e-12,8.133838616020852e-08,1.6465669552076865e-08,2.5602604201439967e-12
13.109999999999765,9.579762946543823,-0.0012054085923213806,-0.00024375806083394488,-0.0001288428020518168,0.0,0.0,0.8884781801867084,0.0,0.0,-0.1333374310643931,0.0,0.0,0.0,9.27392096209823e-08,1.8772918618435562e-08,2.9142357521835107e-12,9.27392096209823e-08,1.8772918618435562e-08,2.9142357521835107e-12
13.119999999999765,9.579827759342493,-0.0012052690384788635,-0.00024373058343884108,-0.0001288427314868346,0.0,0.0,0.8871400972143918,0.0,0.0,-0.13427906075267892,0.0,0.0,0.0,1.0409574070471364e-07,2.107104191187831e-08,3.2655966935502287e-12,1.0409574070471364e-07,2.107104191187831e-08,3.2655966935502287e-12
13.129999999999765,9.579899658129703,-0.0012051350543350538,-0.00024370436649106704,-0.00012884274742639389,0.0,0.0,0.8857926011446963,0.0,0.0,-0.13522003853018794,0.0,0.0,0.0,1.1540554357320654e-07,2.335954875310527e-08,3.6142671662304186e-12,1.1540554357320654e-07,2.335954875310527e-08,3.6142671662304186e-12
13.139999999999764,9.579978636641568,-0.001205006616494127,-0.00024367940525582207,-0.00012884284994780067,0.0,0.0,0.8844356988569433,0.0,0.0,-0.13616029236323557,0.0,0.0,0.0,1.2666619149714127e-07,2.5637950414414448e-08,3.960172347391177e-12,1.2666619149714127e-07,2.5637950414414448e-08,3.960172347391177e-12
13.149999999999764,9.580064687229441,-0.0012048837010690363,-0.00024365569487543831,-0.00012884303911263255,0.0,0.0,0.883069397950494,0.0,0.0,-0.1370997502800696,0.0,0.0,0.0,1.3787526707595148e-07,2.7905760162860188e-08,4.303238671806876e-12,1.3787526707595148e-07,2.7905760162860188e-08,4.303238671806876e-12
13.159999999999764,9.580157800848394,-0.001204766283684422,-0.00024363323036979373,-0.00012884331496665306,0.0,0.0,0.8816937067440587,0.0,0.0,-0.13803834038494733,0.0,0.0,0.0,1.4903036244648993e-07,3.016249330106575e-08,4.643393833418014e-12,1.4903036244648993e-07,3.016249330106575e-08,4.643393833418014e-12
13.169999999999764,9.58025796704567,-0.001204654339479519,-0.00024361200663669587,-0.00012884367753967333,0.0,0.0,0.880308634274865,0.0,0.0,-0.13897599087232881,0.0,0.0,0.0,1.601290794803799e-07,3.2407667205669305e-08,4.980566786031204e-12,1.601290794803799e-07,3.2407667205669305e-08,4.980566786031204e-12
13.179999999999763,9.580365173949204,-0.0012045478431110162,-0.0002435920184522827,-0.00012884412684536912,0.0,0.0,0.878914190297687,0.0,0.0,-0.1399126300411857,0.0,0.0,0.0,1.7116902997009576e-07,3.464080136341232e-08,5.314687743174039e-12,1.7116902997009576e-07,3.464080136341232e-08,5.314687743174039e-12
13.189999999999763,9.580479408256066,-0.001204446768755944,-0.00024357326047138794,-0.00012884466288117777,0.0,0.0,0.8775103852837252,0.0,0.0,-0.14084818630942852,0.0,0.0,0.0,1.8214783580364502e-07,3.686141740484437e-08,5.645688177113143e-12,1.8214783580364502e-07,3.686141740484437e-08,5.645688177113143e-12
13.199999999999763,9.580600655220948,-0.0012043510901145532,-0.0002435557272279963,-0.00012884528562815984,0.0,0.0,0.8760972304193456,0.0,0.0,-0.1417825882284509,0.0,0.0,0.0,1.9306312912796035e-07,3.906903913566697e-08,5.973500817051503e-12,1.9306312912796035e-07,3.906903913566697e-08,5.973500817051503e-12
13.209999999999763,9.580728898644635,-0.0012042607804131804,-0.0002435394131355588,-0.0001288459950507988,0.0,0.0,0.8746747376046731,0.0,0.0,-0.142715764497791,0.0,0.0,0.0,2.0391255250087522e-07,4.1263192565690595e-08,6.298059646513837e-12,2.0391255250087522e-07,4.1263192565690595e-08,6.298059646513837e-12
13.219999999999763,9.58086412086249,-0.001204175812407104,-0.00024352431248744505,-0.00012884679109696453,0.0,0.0,0.8732429194520338,0.0,0.0,-0.1436476439799078,0.0,0.0,0.0,2.1469375903176956e-07,4.344340593542304e-08,6.619299899935587e-12,2.1469375903176956e-07,4.344340593542304e-08,6.619299899935587e-12
13.229999999999762,9.58100630273291,-0.0012040961583834253,-0.00024351041945732253,-0.0001288476736976644,0.0,0.0,0.8718017892842529,0.0,0.0,-0.1445781557150776,0.0,0.0,0.0,2.2540441251073356e-07,4.5609209740258415e-08,6.937158058463897e-12,2.2540441251073356e-07,4.5609209740258415e-08,6.937158058463897e-12
13.239999999999762,9.581155423625813,-0.001204021790163906,-0.00024349772809949586,-0.00012884864276697608,0.0,0.0,0.8703513611328015,0.0,0.0,-0.14550722893640633,0.0,0.0,0.0,2.360421875264148e-07,4.7760136752300904e-08,7.251571844988808e-12,2.360421875264148e-07,4.7760136752300904e-08,7.251571844988808e-12
13.249999999999762,9.581311461411099,-0.001203952679107816,-0.00024348623234934677,-0.00012884969820187392,0.0,0.0,0.8688916497357924,0.0,0.0,-0.14643479308495666,0.0,0.0,0.0,2.466047695724434e-07,4.989572203980166e-08,7.562480218414614e-12,2.466047695724434e-07,4.989572203980166e-08,7.562480218414614e-12
13.259999999999762,9.581474392447133,-0.0012038887961147808,-0.00024347592602368487,-0.00012885083988211312,0.0,0.0,0.8674226705358238,0.0,0.0,-0.14736077782499535,0.0,0.0,0.0,2.5708985514244287e-07,5.201550298421192e-08,7.869823367185075e-12,2.5708985514244287e-07,5.201550298421192e-08,7.869823367185075e-12
13.269999999999762,9.581644191569199,-0.001203830111627634,-0.00024346680282117056,-0.00012885206767005182,0.0,0.0,0.8659444396776729,0.0,0.0,-0.1482851130593571,0.0,0.0,0.0,2.674951518137347e-07,5.4119019294873423e-08,8.17354270207908e-12,2.674951518137347e-07,5.4119019294873423e-08,8.17354270207908e-12
13.279999999999761,9.58182083207799,-0.0012037765956351926,-0.00024345885632264544,-0.00012885338141053546,0.0,0.0,0.8644569740058295,0.0,0.0,-0.14920772894492207,0.0,0.0,0.0,2.7781837831956957e-07,5.6205813021314e-08,8.473580848285222e-12,2.7781837831956957e-07,5.6205813021314e-08,8.473580848285222e-12
13.289999999999761,9.58200428572806,-0.0012037282176751189,-0.00024345207999153554,-0.00012885478093075433,0.0,0.0,0.8629602910618805,0.0,0.0,-0.15012855590821517,0.0,0.0,0.0,2.8805726461003337e-07,5.827542856317777e-08,8.769881636773314e-12,2.8805726461003337e-07,5.827542856317777e-08,8.769881636773314e-12
13.299999999999761,9.582194522716298,-0.00120368494683673,-0.0002434464671742369,-0.00012885626604011035,0.0,0.0,0.8614544090817333,0.0,0.0,-0.1510475246611196,0.0,0.0,0.0,2.982095519017289e-07,6.032741267781204e-08,9.062390094979512e-12,2.982095519017289e-07,6.032741267781204e-08,9.062390094979512e-12
13.30999999999976,9.582391511670396,-0.0012036467517637813,-0.00024344201110048432,-0.00012885783653004824,0.0,0.0,0.8599393469926844,0.0,0.0,-0.15196456621670773,0.0,0.0,0.0,3.08272992716004e-07,6.236131448546425e-08,9.351052436811638e-12,3.08272992716004e-07,6.236131448546425e-08,9.351052436811638e-12
13.31999999999976,9.58259521963732,-0.0012036136006572619,-0.0002434387048837228,-0.0001288594921739622,0.0,0.0,0.8584151244103265,0.0,0.0,-0.15287961190518862,0.0,0.0,0.0,3.18245350905952e-07,6.4376685472136e-08,9.635816051995245e-12,3.18245350905952e-07,6.4376685472136e-08,9.635816051995245e-12
13.32999999999976,9.582805612071763,-0.0012035854612781874,-0.00024343654152147697,-0.00012886123272699598,0.0,0.0,0.8568817616352985,0.0,0.0,-0.15379259338997386,0.0,0.0,0.0,3.281244016722457e-07,6.63730794901067e-08,9.916629494775845e-12,3.281244016722457e-07,6.63730794901067e-08,9.916629494775845e-12
13.33999999999976,9.583022652824624,-0.0012035623009503628,-0.00024343551389572878,-0.0001288630579259457,0.0,0.0,0.8553392796498709,0.0,0.0,-0.15470344268386016,0.0,0.0,0.0,3.3790793156760096e-07,6.835005275608701e-08,1.0193442471984807e-11,3.3790793156760096e-07,6.835005275608701e-08,1.0193442471984807e-11
13.34999999999976,9.583246304131471,-0.0012035440865631282,-0.00024343561477327988,-0.00012886496748910838,0.0,0.0,0.8537877001143719,0.0,0.0,-0.1556120921653269,0.0,0.0,0.0,3.475937384902417e-07,7.030716384707745e-08,1.0466205830493738e-11,3.475937384902417e-07,7.030716384707745e-08,1.0466205830493738e-11
13.35999999999976,9.583476526601002,-0.0012035307845741424,-0.00024343683680612288,-0.00012886696111615836,0.0,0.0,0.8522270453634481,0.0,0.0,-0.15651847459495372,0.0,0.0,0.0,3.571796316661182e-07,7.22439736938832e-08,1.0734871544063408e-11,3.571796316661182e-07,7.22439736938832e-08,1.0734871544063408e-11
13.36999999999976,9.583713279203502,-0.001203522361012114,-0.0002434391725317989,-0.0001288690384879651,0.0,0.0,0.8506573384021611,0.0,0.0,-0.15742252313195315,0.0,0.0,0.0,3.6666343162011185e-07,7.416004557233347e-08,1.0999392699607882e-11,3.6666343162011185e-07,7.416004557233347e-08,1.0999392699607882e-11
13.37999999999976,9.58395651925932,-0.0012035187814795096,-0.00024344261437372569,-0.00012887119926647362,0.0,0.0,0.8490786029019177,0.0,0.0,-0.1583241713508211,0.0,0.0,0.0,3.760429701361846e-07,7.605494509219715e-08,1.1259723482885965e-11,3.760429701361846e-07,7.605494509219715e-08,1.1259723482885965e-11
13.389999999999759,9.584206202427326,-0.0012035200111552905,-0.0002434471546415974,-0.0001288734430945895,0.0,0.0,0.8474908631962332,0.0,0.0,-0.15922335325810255,0.0,0.0,0.0,3.8531609020655784e-07,7.792824018381322e-08,1.151581916363598e-11,3.8531609020655784e-07,7.792824018381322e-08,1.151581916363598e-11
