T,Px,Py,Pz,Vx,Vy,Vz,Roll,Pitch,Yaw,R_rate,P_rate,Y_rate,T,M1,M2,M3,Wb1,Wb2,Wb3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.0,0.0,1.0003852788865078e-05,0.0,0.0,0.010003852788865078,0.0,0.0,0.0,-26.093994426865528,20.254084688525808,27.950759047795458,0.0,30269.266385092804,29304.467387217628,29272.49370855579,-0.4554261177458542,-0.3535004647925455,0.48783277381562584
0.002,-6.9670162632258725e-09,8.975833089484802e-09,2.991635367615492e-05,-6.967016263225872e-06,8.975833089484802e-06,0.019912500887289842,-0.0004554261177458542,-0.0003535004647925455,0.00048783277381562584,-47.49571261047884,36.863116712035286,27.813515552327626,0.0,30163.977562905642,29230.08184524234,29195.924761494964,-0.8289565656338468,-0.6433827591719621,0.48543742294276626
0.003,-3.349508339305929e-08,4.3137715921492554e-08,5.964309494524341e-05,-2.652806712983342e-05,3.416188283200775e-05,0.02972674126908849,-0.001284382683379701,-0.0009968832239645076,0.0009732701967583922,-64.9778043252965,50.41024862915049,27.427247796122355,0.0,30069.698369314367,29148.393968051256,29125.852954331465,-1.13390740701626,-0.8800427346230695,0.4782950040632272
0.004,-9.669139870611254e-08,1.2448334207154754e-07,9.909043469404868e-05,-6.319631531305325e-05,8.134562615005498e-05,0.039447339748805266,-0.0024184593095727376,-0.0018767080392921415,0.0014519659755610856,-79.17072815120746,61.39277093479647,27.060502687694992,0.0,29977.85541511,29067.345555979547,29054.517401462137,-1.3813190546861,-1.0721117128192104,0.47091802154966445
0.005,-2.1724934285994447e-07,2.7959412416086094e-07,0.00014816546548254171,-0.00012055794415383192,0.0001551107820893134,0.04907503078849304,-0.0038002491870126704,-0.002948214029027017,0.001924260844706138,-90.60357380109686,70.22713180770421,26.706725690089787,0.0,29888.071931474526,28986.978221086138,28982.131406761415,-1.580455905710057,-1.226818379652061,0.46315382191465915
0.006,-4.186773079522055e-07,5.386342176926857e-07,0.00020677598459734183,-0.000201427965092261,0.00025904009353182474,0.05861051911480012,-0.005381579863915484,-0.004173908703303493,0.0023903811404251594,-99.72042455853372,77.26219765276905,26.360196265888444,0.0,29800.09981042166,28907.25972726949,28908.941648666907,-1.739093350635481,-1.3502183763377666,0.4549423480213477
0.007,-7.266574318638515e-07,9.345187138534861e-07,0.0002748304679911839,-0.00030798012391164604,0.00039588449616080037,0.06805448339384203,-0.007122029603948511,-0.005522388439670948,0.0028504533567368273,-106.89404090700273,82.79024633800891,26.017576706859003,0.0,29713.730421986187,28828.162640891605,28835.155241770328,-1.8637576299678305,-1.4473851644274984,0.4463057029876154
0.008,-1.1685126572204467e-06,1.5022229726337493e-06,0.00035223804875352503,-0.000441855225356595,0.0005677042587802633,0.07740758076234111,-0.008987682568537214,-0.006967350826806381,0.0033045457336617007,-112.43734618322725,87.05616375701013,25.677074340809405,0.0,29628.787855054597,28749.66409745555,28760.945610731047,-1.9599270501209556,-1.5225698152400757,0.43731005121946964
0.009000000000000001,-1.7727641333565564e-06,2.278209720833074e-06,0.0004389085002378676,-0.0006042514761361098,0.0007759867481993248,0.08667045148434252,-0.010950084461639208,-0.008486767518521565,0.0037526952231881775,-116.61306377639532,90.26514499444251,25.33786293280763,0.0,29545.123849532498,28671.74496298695,28686.458026938155,-2.0322007731452407,-1.5793348153222058,0.4280413191096386
0.010000000000000002,-2.568763978120438e-06,3.299954417644602e-06,0.0005347522235601877,-0.0007959998447638817,0.0010217446968115284,0.09584372332232013,-0.012985366375375439,-0.010062191498464665,0.004194924356784697,-119.64180162153555,92.58914568068263,24.999700152445854,0.0,29462.613484251637,28594.38915092316,28611.81420894443,-2.084440399277963,-1.6206661137011782,0.4185903854559001
0.011000000000000003,-3.586390913186866e-06,4.605552623020926e-06,0.0006396802389750052,-0.0010176269350664281,0.0013055982053763245,0.10492801541481746,-0.015073509736689125,-0.011678176942201263,0.004631251436456206,-121.70883347850753,94.1722867528971,24.66267824811672,0.0,29381.15151175886,28517.58306953337,28537.11614833516,-2.119888726655171,-1.649066942015907,0.40904449656954966
0.012000000000000004,-4.85579836556005e-06,6.2333957987966325e-06,0.0007536041805537272,-0.0012694074523731836,0.0016278431757757062,0.11392394157872207,-0.017197729609650585,-0.013321793410171558,0.00506169637424583,-122.96978690220372,95.13538199055286,24.327064466453216,0.0,29300.649250040315,28441.315173408846,28462.44929761917,-2.141269368161949,-1.666636364354181,0.39948269440776585
